username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-10-31 14:51;533;1684;"10 years ago today, something big happened. We were inspired to take a look back at some of the technologies we now take for granted—in their own early years. # satoshi10year https://blog.coinbase.com/technological-adolescence-ca02c8930a3a …pic.twitter.com/lUEWqIYyKf";;;#;"1057631220832423946";https://twitter.com/coinbase/status/1057631220832423946
;2018-10-31 06:13;223;674;"Coinbase COO @ AsiffHirji talks about our near-term plans to accelerate the adoption of crypto.https://twitter.com/BloombergTV/status/1057406798796210176 …";;@;;"1057500814124691456";https://twitter.com/coinbase/status/1057500814124691456
;2018-10-30 17:51;1033;2718;"At Coinbase, we believe that cryptocurrencies and the technologies that power them represent a breakthrough in computer science that will change both the internet and the global financial system for the better.pic.twitter.com/soaFnatNoH";;;;"1057314010444394497";https://twitter.com/coinbase/status/1057314010444394497
;2018-10-30 13:05;619;2020;"We're pleased to announce our latest funding round, led by Tiger Global Management. We plan to accelerate our global expansion and investments in the utility phase of crypto—always working to create a more open financial system for the world. Read more:https://blog.coinbase.com/coinbase-raises-series-e-round-of-financing-to-accelerate-the-adoption-of-cryptocurrencies-1ad927463814 …";;;;"1057242146665750528";https://twitter.com/coinbase/status/1057242146665750528
;2018-10-30 00:27;106;506;"to @ gladstein of @ HRF for sharing his perspective today @ coinbase on the the potential for crypto to help people who aren't able to rely on a traditional financial system: "There are four billion people around the world who probably need it.”pic.twitter.com/Iqhq1i2d3p";;@ @ @;;"1057051372766617601";https://twitter.com/coinbase/status/1057051372766617601
;2018-10-23 21:50;96;443;"Coinbase Custody will operate as a Limited Purpose Trust Company chartered by the New York Department of Financial Services.";;;;"1054822394005614592";https://twitter.com/coinbase/status/1054822394005614592
;2018-10-23 21:50;1125;3097;"Today, we’re proud to announce that Coinbase Custody has obtained a license under New York State Banking Law to operate as an independent Qualified Custodian.https://blog.coinbase.com/coinbase-custody-receives-trust-charter-from-the-new-york-department-of-financial-services-532c92797215 …";;;;"1054822392785063936";https://twitter.com/coinbase/status/1054822392785063936
;2018-10-23 20:41;447;1419;"Starting today, Coinbase customers in supported jurisdictions can buy, sell, send, and receive the USDC stablecoin. The advantage of a blockchain-based digital dollar is that it's easier to send, use in decentralized apps, and store locally. Get started: https://bit.ly/2D0ts4L pic.twitter.com/NN2NLY4gwE";;;;"1054804973156876289";https://twitter.com/coinbase/status/1054804973156876289
;2018-10-23 18:00;90;474;"A blockchain-based digital dollar like USDC is easier to program with, to send quickly, to use in dApps, and to store locally than traditional bank account-based dollars. That's why we think of it as an important step towards a more open financial system.";;;;"1054764510022520832";https://twitter.com/coinbase/status/1054764510022520832
;2018-10-23 18:00;957;2329;"Coinbase is launching support for the USDC stablecoin. Starting today, Coinbase customers in supported jurisdictions can buy, sell, send, and receive USDC at http://Coinbase.com and in our mobile apps. Learn more here: https://blog.coinbase.com/coinbase-and-circle-announce-the-launch-of-usd-coin-a-digital-dollar-2cd6548d237 …pic.twitter.com/z8fFd8mDYp";;;;"1054764504259543041";https://twitter.com/coinbase/status/1054764504259543041
